rowNumber,pprediction
1,0.927760022745
2,0.525347532198
3,0.960692441437
4,0.73942760531
5,0.462113266732
6,0.441683853374
7,0.383521875597
8,0.378576058006
9,0.572563330562
10,0.513002579736
11,0.507762300932
12,0.785836278347
13,0.742635605554
14,0.738607236034
15,0.262853905217
16,0.589711430823
17,0.365853603832
18,0.857810220926
19,0.917743065252
20,0.230567697141
21,0.220883803189
22,0.35954041838
23,0.426833925083
24,0.927317051457
25,0.973258834477
26,0.906305804645
27,0.507685332339
28,0.370126633935
29,0.319621629136
30,0.263094033031
31,0.233474423829
32,0.279701310815
33,0.448243367603
34,0.670596952012
35,0.237594484879
36,0.694174268403
37,0.491783529499
38,0.339995972041
39,0.416635497874
40,0.501135251761
41,0.517035190904
42,0.573934226393
43,0.252550788411
44,0.298322230839
45,0.890684627335
46,0.193139069626
47,0.46451139833
48,0.70919270871
49,0.242351381935
50,0.443561086307
51,0.780745660787
52,0.906966174612
53,0.398160044624
54,0.294496907414
55,0.918161269111
56,0.540576097312
57,0.706761757359
58,0.719966948827
59,0.527174920291
60,0.503746549873
61,0.863310477574
62,0.498478104595
63,0.911537598703
64,0.459867262848
65,0.248325329355
66,0.496696342034
67,0.267490871124
68,0.45194843905
69,0.463237677497
70,0.757350531485
71,0.635405414011
72,0.450638560375
73,0.53059237966
74,0.403191431271
75,0.85931560261
76,0.664945129565
77,0.851678910658
78,0.352571546528
79,0.515639875754
80,0.586466407613
81,0.46870344435
82,0.196282522437
83,0.883487994445
84,0.89249734708
85,0.821893398017
86,0.476333592616
87,0.335811502138
88,0.434157661412
89,0.477619431618
90,0.82650637506
91,0.474622822031
92,0.312004617851
93,0.526393719866
94,0.49266739679
95,0.449149755879
96,0.449304819943
97,0.387974605622
98,0.478267250083
99,0.446773683491
100,0.380059451836
101,0.599049742602
102,0.713104617674
103,0.356865161753
104,0.403640208163
105,0.444808592083
106,0.336674136395
107,0.443144596282
108,0.921017432964
109,0.559364674751
110,0.700772781534
111,0.654348063487
112,0.407192085701
113,0.35701151716
114,0.469775062174
115,0.465157047524
116,0.903513125203
117,0.612166541067
118,0.942039376737
119,0.407421080651
120,0.476207143046
121,0.539596038038
122,0.388550012319
123,0.301312972395
124,0.654929443095
125,0.562948342798
126,0.533860402524
127,0.973512212422
128,0.268322750618
129,0.308464714685
130,0.388914326826
131,0.436338431711
132,0.392974390343
133,0.862703278833
134,0.366464431179
135,0.22559981557
136,0.374394151608
137,0.286622078189
138,0.46394280105
139,0.466014043108
140,0.280918646073
141,0.652468520359
142,0.191426831363
143,0.410811635792
144,0.573916666195
145,0.907934077391
146,0.578575878195
147,0.259766360789
148,0.33889854733
149,0.972124209763
150,0.832077060131
151,0.619828812472
152,0.811416762113
153,0.724485851274
154,0.456604388888
155,0.621088281062
156,0.494281510603
157,0.427793341275
158,0.242354101391
159,0.276300854426
160,0.365751003724
161,0.208849524006
162,0.935854427454
163,0.833885620536
164,0.825032112848
165,0.536844383061
166,0.498390770246
167,0.908746496879
168,0.578264142441
169,0.528483696609
170,0.708820467492
171,0.982269375839
172,0.338481934534
173,0.492401412417
174,0.889791793698
175,0.870452466566
176,0.378981942182
177,0.809643048727
178,0.754279795433
179,0.839714408427
180,0.54038347805
181,0.55025504062
182,0.414407252376
183,0.424100988996
184,0.422069370687
185,0.545179897981
186,0.430714142348
187,0.293224230494
188,0.723326114576
189,0.531222791389
190,0.408105397848
191,0.433915516771
192,0.913435673845
193,0.414667312013
194,0.92003038745
195,0.609854772023
196,0.718891559494
197,0.331732646835
